Code   123
Dimension, Fixed Cost
  15        1000
Facility, Client, Transportation Cost
1	1	5852
1	2	8100
1	3	715
1	4	7242
1	5	8280
1	6	7202
1	7	5919
1	8	2494
1	9	2216
1	10	1159
1	11	4012
1	12	9587
1	13	5680
1	14	3244
1	15	6116
2	1	1530
2	2	9216
2	3	1241
2	4	9919
2	5	3011
2	6	643
2	7	7501
2	8	7094
2	9	5733
2	10	4610
2	11	7161
2	12	8867
2	13	5928
2	14	916
2	15	5758
3	1	348
3	2	5027
3	3	6681
3	4	6934
3	5	6063
3	6	1730
3	7	2728
3	8	8329
3	9	5608
3	10	1273
3	11	9320
3	12	4178
3	13	9265
3	14	5978
3	15	6309
4	1	1132
4	2	6174
4	3	2123
4	4	1086
4	5	7082
4	6	2816
4	7	738
4	8	1523
4	9	5802
4	10	2616
4	11	8737
4	12	9830
4	13	5588
4	14	9538
4	15	8314
5	1	9501
5	2	4304
5	3	9006
5	4	5193
5	5	7407
5	6	9819
5	7	988
5	8	1136
5	9	9994
5	10	4354
5	11	1068
5	12	6519
5	13	5665
5	14	5764
5	15	9933
6	1	7920
6	2	3534
6	3	1742
6	4	7618
6	5	8252
6	6	6808
6	7	7993
6	8	9421
6	9	7895
6	10	4164
6	11	2242
6	12	3101
6	13	5570
6	14	2715
6	15	7947
7	1	8889
7	2	36
7	3	7460
7	4	5920
7	5	2017
7	6	8721
7	7	9204
7	8	3198
7	9	4673
7	10	7522
7	11	4463
7	12	6497
7	13	4241
7	14	1310
7	15	1870
8	1	1246
8	2	9760
8	3	8877
8	4	8635
8	5	6718
8	6	2202
8	7	5998
8	8	8760
8	9	3521
8	10	1673
8	11	5328
8	12	9721
8	13	4164
8	14	2420
8	15	1202
9	1	9605
9	2	4265
9	3	296
9	4	5174
9	5	3550
9	6	4567
9	7	7804
9	8	4896
9	9	1334
9	10	7714
9	11	75
9	12	8032
9	13	5182
9	14	2077
9	15	5798
10	1	6914
10	2	4692
10	3	6728
10	4	3854
10	5	7567
10	6	895
10	7	9345
10	8	4046
10	9	7520
10	10	814
10	11	6951
10	12	3208
10	13	1429
10	14	4819
10	15	9362
11	1	137
11	2	3848
11	3	6132
11	4	8047
11	5	1493
11	6	9238
11	7	1014
11	8	1579
11	9	5935
11	10	8552
11	11	5710
11	12	5952
11	13	1387
11	14	5151
11	15	6071
12	1	9063
12	2	6424
12	3	4795
12	4	461
12	5	2655
12	6	3970
12	7	2364
12	8	3193
12	9	9937
12	10	7384
12	11	9235
12	12	6420
12	13	1068
12	14	7138
12	15	320
13	1	8239
13	2	7332
13	3	5820
13	4	5539
13	5	3040
13	6	7243
13	7	8735
13	8	445
13	9	576
13	10	7228
13	11	8283
13	12	2869
13	13	329
13	14	2120
13	15	9592
14	1	2032
14	2	8174
14	3	752
14	4	9988
14	5	2480
14	6	8579
14	7	995
14	8	4400
14	9	7896
14	10	4183
14	11	9357
14	12	8439
14	13	2299
14	14	4547
14	15	456
15	1	2808
15	2	1827
15	3	4323
15	4	1433
15	5	4963
15	6	2591
15	7	8415
15	8	7411
15	9	5374
15	10	1369
15	11	5700
15	12	6053
15	13	5941
15	14	5949
15	15	7686
